Player,Tm,Age,MP,WA_z,bucket,salary_25,years,npv,tier,multiplier,npv_effective
James Harden,2TM,36,2438.0,1.9839577315454218,max,39182693.0,2,-60594815.131373785,,1.0,-60594815.131373785
CJ McCollum,2TM,34,2264.0,0.05839696062275269,open_negotiation,30666666.0,1,-28129040.12546163,,1.0,-28129040.12546163
Ayo Dosunmu,2TM,26,1881.0,0.5480020030587213,open_negotiation,7518518.0,1,-2957377.656297324,,1.0,-2957377.656297324
Nikola VuÄeviÄ,2TM,35,1818.0,0.5545738828229626,open_negotiation,21481481.0,1,-16893179.38825485,,1.0,-16893179.38825485
Dennis SchrÃ¶der,2TM,32,1697.0,-0.6760106030312003,open_negotiation,14104000.0,3,-42833155.89391339,,1.0,-42833155.89391339
Luke Kennard,2TM,29,1681.0,0.2604822633731692,open_negotiation,11000000.0,1,-7627165.133155558,,1.0,-7627165.133155558
Bennedict Mathurin,2TM,23,1620.0,-0.6217925949762105,rookie_scale,9187573.0,1,-9461138.367857683,,1.0,-9461138.367857683
Collin Sexton,2TM,27,1614.0,0.25062444372680764,open_negotiation,18975000.0,1,-15642907.035219269,,1.0,-15642907.035219269
Kevin Huerter,2TM,27,1549.0,-0.20119229006477435,open_negotiation,17991071.0,1,-16526315.213139351,,1.0,-16526315.213139351
Jock Landale,2TM,30,1506.0,0.056753990681692276,min,2296274.0,1,234561.55752774933,,1.0,234561.55752774933
Keon Ellis,2TM,26,1478.0,-0.25048138829658323,min,2301587.0,1,-1040540.7234579064,,1.0,-1040540.7234579064
Jaren Jackson Jr.,2TM,26,1454.0,-0.4262791719900351,open_negotiation,35000000.0,5,-213585185.57608736,,1.0,-213585185.57608736
Ivica Zubac,2TM,28,1446.0,0.07811259991547627,open_negotiation,18893980.0,3,-50583044.529544346,,1.0,-50583044.529544346
Khris Middleton,2TM,34,1439.0,-1.2280485032274604,open_negotiation,33296296.0,1,-36075488.3447759,,1.0,-36075488.3447759
Walter Clayton,2TM,22,1410.0,-1.1836883148188324,rookie_scale,3991320.0,4,-28585175.32560064,,1.0,-28585175.32560064
VÃ­t KrejÄÃ­,2TM,25,1392.0,-0.35727443446550267,min,2349578.0,3,-5258995.382628506,,1.0,-5258995.382628506
Anfernee Simons,2TM,26,1372.0,-0.09111330401373442,open_negotiation,27678571.0,1,-25758863.973427914,,1.0,-25758863.973427914
Jose Alvarado,2TM,27,1370.0,-0.38356195352246736,open_negotiation,4500000.0,2,-7351761.517975323,,1.0,-7351761.517975323
Darius Garland,2TM,26,1344.0,-0.18476259065417128,max,39446090.0,3,-115900961.27300578,,1.0,-115900961.27300578
Coby White,2TM,25,1249.0,-0.4607815407523014,open_negotiation,12888889.0,1,-12497003.300817072,,1.0,-12497003.300817072
Marvin Bagley III,2TM,26,1201.0,0.10111417909032039,min,2296274.0,1,417900.1168144485,,1.0,417900.1168144485
De'Andre Hunter,2TM,28,1176.0,-0.9635303427167524,open_negotiation,23303571.0,2,-50161654.92668242,,1.0,-50161654.92668242
Jared McCain,2TM,21,1160.0,-0.6760106030312003,rookie_scale,4221360.0,3,-16671220.687179815,,1.0,-16671220.687179815
Taylor Hendricks,2TM,22,1118.0,-0.7417294006736123,rookie_scale,6127080.0,2,-15225353.625136739,,1.0,-15225353.625136739
John Konchar,2TM,29,1115.0,-0.1289016126581212,open_negotiation,6165000.0,2,-8565771.952316817,,1.0,-8565771.952316817
Ousmane Dieng,2TM,22,1099.0,-1.0506077495929482,rookie_scale,6670882.0,1,-8716720.107629107,,1.0,-8716720.107629107
Corey Kispert,2TM,26,1080.0,-0.5823613163907634,open_negotiation,13975000.0,4,-50529543.61540829,,1.0,-50529543.61540829
Rayan Rupert,2TM,21,1072.0,-1.1343992165870236,rookie_scale,2353647.0,1,-4745791.27517065,,1.0,-4745791.27517065
Guerschon Yabusele,2TM,30,1007.0,-0.6924403024418033,open_negotiation,5500000.0,1,-6065548.999314278,,1.0,-6065548.999314278
Tyus Jones,3TM,29,979.0,-0.7581591000842152,open_negotiation,7000000.0,1,-7837161.679739017,,1.0,-7837161.679739017
Ochai Agbaji,2TM,25,973.0,-0.9520295531293304,open_negotiation,6383525.0,1,-8021944.086991998,,1.0,-8021944.086991998
Rob Dillingham,2TM,21,970.0,-1.6355050486104141,rookie_scale,6576120.0,3,-35448017.50802584,,1.0,-35448017.50802584
Kobe Brown,2TM,26,963.0,-0.7532301902610344,min,2654880.0,2,-8783784.139583439,,1.0,-8783784.139583439
Isaiah Jackson,2TM,24,908.0,-0.3622033442886835,open_negotiation,7600000.0,3,-17842920.79581597,,1.0,-17842920.79581597
Jaden Hardy,2TM,23,898.0,-1.177116435054591,rookie_scale,6000000.0,3,-24879969.23199445,,1.0,-24879969.23199445
Cam Thomas,2TM,24,881.0,-1.254336022284425,open_negotiation,6837779.0,1,-9725616.4169458,,1.0,-9725616.4169458
Gabe Vincent,2TM,29,879.0,-1.0013186513611394,open_negotiation,11500000.0,1,-13342128.597310554,,1.0,-13342128.597310554
Jevon Carter,2TM,30,867.0,-0.6415082342689341,open_negotiation,7680524.0,1,-8035573.171985105,,1.0,-8035573.171985105
Kyle Anderson,3TM,32,853.0,-0.34413067493702026,open_negotiation,9219512.0,1,-8345513.79306316,,1.0,-8345513.79306316
Josh Minott,2TM,23,834.0,-0.040181235840865255,rookie_scale,2378870.0,2,-686354.9287320904,,1.0,-686354.9287320904
Jonathan Kuminga,2TM,23,830.0,-0.7137989116755872,open_negotiation,23799569.0,2,-48307662.67488167,,1.0,-48307662.67488167
Vince Williams Jr.,2TM,25,820.0,-0.772945829553758,min,2301587.0,1,-3199861.5328345844,,1.0,-3199861.5328345844
Buddy Hield,2TM,33,819.0,-0.6250785348583311,open_negotiation,9219512.0,3,-27423396.54104805,,1.0,-27423396.54104805
Tyrese Martin,2TM,26,777.0,-0.9947467715968981,min,2191897.0,1,-4006864.329268079,,1.0,-4006864.329268079
Kristaps PorziÅÄ£is,2TM,30,769.0,-0.1289016126581212,open_negotiation,30731707.0,1,-28968177.264672138,,1.0,-28968177.264672138
Leonard Miller,2TM,22,719.0,-0.5708605268033413,rookie_scale,2221677.0,2,-4761261.549525427,,1.0,-4761261.549525427
Nick Richards,2TM,28,701.0,-1.0900390281783954,open_negotiation,5000000.0,1,-7208805.715883951,,1.0,-7208805.715883951
Jaden Ivey,2TM,23,670.0,-0.5314292482178942,rookie_scale,10107163.0,1,-10007260.932273667,,1.0,-10007260.932273667
Dalen Terry,2TM,23,551.0,-0.7630880099073961,rookie_scale,5399118.0,1,-6256650.630770873,,1.0,-6256650.630770873
Trayce Jackson-Davis,2TM,25,496.0,-0.5593597372159193,min,2221677.0,2,-4543627.770458164,,1.0,-4543627.770458164
Amir Coffey,2TM,28,490.0,-0.7910184989054212,min,2296274.0,1,-3269242.0199513873,,1.0,-3269242.0199513873
Jeremy Sochan,2TM,22,469.0,-0.6365793244457533,rookie_scale,7874853.0,1,-8209531.22095325,,1.0,-8209531.22095325
AJ Johnson,2TM,21,454.0,-1.3808447077460682,rookie_scale,3090480.0,3,-22259600.063826293,,1.0,-22259600.063826293
Tony Bradley,2TM,28,450.0,-0.8633091763120743,min,3204816.0,1,-4476557.9684186,,1.0,-4476557.9684186
Julian Phillips,2TM,22,428.0,-0.8846677855458581,rookie_scale,2221677.0,2,-7362024.819798766,,1.0,-7362024.819798766
Trae Young,2TM,27,384.0,-0.4262791719900351,max,46394100.0,2,-91935341.47028992,,1.0,-91935341.47028992
Jeremiah Robinson-Earl,2TM,25,361.0,-0.9783170721862952,min,131970.0,1,-1879034.1591618946,,1.0,-1879034.1591618946
Christian Koloko,3TM,25,357.0,-0.9175271843670642,min,263940.0,1,-1759762.4297690107,,1.0,-1759762.4297690107
Xavier Tillman Sr.,2TM,27,183.0,-0.8288068075498081,min,2546675.0,1,-3675820.3111956124,,1.0,-3675820.3111956124
Mason Plumlee,2TM,35,172.0,-0.7515872203199742,min,3022108.0,1,-3832108.411696544,,1.0,-3832108.411696544
Charles Bassey,4TM,25,153.0,-0.67436763309014,min,263940.0,1,-754795.5121974745,,1.0,-754795.5121974745
Mac McClung,2TM,27,135.0,-0.922456094190245,min,164060.0,1,-1680253.3808008656,,1.0,-1680253.3808008656
Patrick Baldwin Jr.,3TM,23,102.0,-0.906026394779642,rookie_scale,263940.0,1,-1712230.2106946805,,1.0,-1712230.2106946805
Keshon Gilbert,2TM,22,74.0,-0.878095905781617,rookie_scale,73153.0,1,-1406007.821514167,,1.0,-1406007.821514167
Dalano Banton,2TM,26,62.0,-0.8945256051922199,min,263940.0,1,-1664697.991620351,,1.0,-1664697.991620351
Mo Bamba,2TM,27,44.0,-0.906026394779642,min,458711.0,1,-1907001.2106946805,,1.0,-1907001.2106946805
Isaac Jones,2TM,25,36.0,-0.922456094190245,min,1955377.0,1,-3471570.3808008656,,1.0,-3471570.3808008656
Amen Thompson,HOU,23,2953.0,2.322409539403843,rookie_scale,9690600.0,2,2146160.199749308,first_apron,2.3,4936168.459423409
Kevin Durant,HOU,37,2840.0,2.964810786358419,max,54708609.0,3,-104024692.7027762,first_apron,2.3,-239256793.21638522
Desmond Bane,ORL,27,2756.0,1.357986184001448,open_negotiation,36725670.0,4,-122977955.86674604,above_cap_below_tax,1.0,-122977955.86674604
Toumani Camara,POR,25,2731.0,0.22105098478772203,min,2221677.0,5,-59222667.82629921,above_cap_below_tax,1.0,-59222667.82629921
Jabari Smith Jr.,HOU,22,2705.0,0.6055059509958316,rookie_scale,12350392.0,6,-90944211.08118764,first_apron,2.3,-209171685.48673156
Mikal Bridges,NYK,29,2692.0,1.8558060761427184,open_negotiation,24900000.0,5,-116296664.48594853,first_apron,2.3,-267482328.3176816
Scottie Barnes,TOR,24,2681.0,2.266548561407793,max,38661750.0,5,-149200630.34921286,above_cap_below_tax,1.0,-149200630.34921286
Tyrese Maxey,PHI,25,2661.0,2.7249371749636158,max,37958760.0,4,-106405495.85900798,above_cap_below_tax,1.0,-106405495.85900798
Jamal Murray,DEN,28,2652.0,2.501493262979415,max,46394100.0,4,-148265168.23226795,above_cap_below_tax,1.0,-148265168.23226795
Derrick White,BOS,31,2625.0,1.8245896472625731,open_negotiation,28100000.0,4,-83858962.17308182,first_apron,2.3,-192875612.99808815
VJ Edgecombe,PHI,20,2623.0,0.2884127523711944,rookie_scale,11108880.0,4,-32898993.237926193,above_cap_below_tax,1.0,-32898993.237926193
Julius Randle,MIN,31,2610.0,1.357986184001448,open_negotiation,30864198.0,3,-73874369.54175939,first_apron,2.3,-169911049.9460466
Brandon Ingram,TOR,28,2604.0,0.6317934700527964,max,38095238.0,3,-100492583.20961332,above_cap_below_tax,1.0,-100492583.20961332
Nickeil Alexander-Walker,ATL,27,2603.0,1.0885391136675593,open_negotiation,15161800.0,4,-31973405.281767234,above_cap_below_tax,1.0,-31973405.281767234
Jalen Brunson,NYK,29,2590.0,2.0316038598361703,open_negotiation,34944001.0,4,-108035822.09874958,first_apron,2.3,-248482390.827124
Payton Pritchard,BOS,28,2556.0,1.7605138195612207,open_negotiation,7232143.0,3,4302265.736580892,first_apron,2.3,9895211.19413605
Kon Knueppel,CHO,20,2551.0,1.8114458877340904,rookie_scale,10015680.0,4,-886192.613409811,above_cap_below_tax,1.0,-886192.613409811
Jalen Johnson,ATL,24,2532.0,2.1285390863587277,open_negotiation,30000000.0,5,-85684684.75791743,above_cap_below_tax,1.0,-85684684.75791743
Dyson Daniels,ATL,22,2520.0,1.1378282118993681,rookie_scale,7707709.0,5,-63030787.624500595,above_cap_below_tax,1.0,-63030787.624500595
Paolo Banchero,ORL,23,2502.0,0.8749530213297209,open_negotiation,15334769.0,6,-190243663.94665343,above_cap_below_tax,1.0,-190243663.94665343
Donte DiVincenzo,MIN,29,2494.0,0.7303716665164143,open_negotiation,11990000.0,2,-13707694.806900501,first_apron,2.3,-31527698.05587115
Jaylen Brown,BOS,29,2443.0,1.7194395710347137,max,53142264.0,4,-186284432.00951737,first_apron,2.3,-428454193.62188995
DeMar DeRozan,SAC,36,2406.0,0.5299293337070581,open_negotiation,24570000.0,2,-40752904.92475326,above_cap_below_tax,1.0,-40752904.92475326
Alperen ÅengÃ¼n,HOU,23,2398.0,2.0776070181858586,open_negotiation,33944954.0,5,-116765609.4991917,first_apron,2.3,-268560901.8481409
Miles Bridges,CHO,27,2387.0,1.032678135671509,open_negotiation,25000000.0,2,-34046322.58610934,above_cap_below_tax,1.0,-34046322.58610934
Rudy Gobert,MIN,33,2380.0,1.3497713342961464,open_negotiation,35000000.0,3,-83816155.5606155,first_apron,2.3,-192777157.78941563
Ryan Rollins,MIL,23,2376.0,0.2571963234910487,rookie_scale,4000000.0,3,-1749440.8311240133,above_cap_below_tax,1.0,-1749440.8311240133
Bam Adebayo,MIA,28,2365.0,1.2380493783040465,max,37096620.0,4,-156939111.7205163,above_cap_below_tax,1.0,-156939111.7205163
Cooper Flagg,DAL,19,2344.0,0.6334364399938567,rookie_scale,13825920.0,4,-37216611.0994341,above_cap_below_tax,1.0,-37216611.0994341
Donovan Mitchell,CLE,29,2342.0,2.3322673590502045,max,46394100.0,3,-110343493.79467198,second_apron,3.1,-342064830.76348317
Trey Murphy III,NOP,25,2341.0,1.2610509574788904,open_negotiation,25000000.0,4,-76069807.70857324,above_cap_below_tax,1.0,-76069807.70857324
Brandin Podziemski,GSW,22,2333.0,0.5365012134712992,rookie_scale,3687960.0,2,-167366.7765389249,first_apron,2.8,-468626.97430898965
Karl-Anthony Towns,NYK,30,2322.0,2.057891378893135,max,53142264.0,3,-133671143.9015499,first_apron,2.3,-307443630.97356474
Jaden McDaniels,MIN,25,2316.0,0.4198503476560182,open_negotiation,24393104.0,4,-85568279.59526724,first_apron,2.3,-196807043.06911463
Onyeka Okongwu,ATL,25,2297.0,0.8174490733926102,open_negotiation,15000000.0,3,-29467236.32848244,above_cap_below_tax,1.0,-29467236.32848244
Luka DonÄiÄ,LAL,26,2289.0,3.610497973195116,max,45999660.0,4,-129720825.11351088,first_apron,2.8,-363218310.31783044
Wendell Carter Jr.,ORL,26,2288.0,0.4954269649447917,open_negotiation,10850000.0,4,-48023769.12505457,above_cap_below_tax,1.0,-48023769.12505457
Collin Gillespie,PHO,26,2282.0,1.2939103563000967,min,2296274.0,1,5347670.266523468,above_cap_below_tax,1.0,5347670.266523468
Bub Carrington,WAS,20,2271.0,-1.6535777179620776,rookie_scale,4677600.0,3,-31357134.195268407,above_cap_below_tax,1.0,-31357134.195268407
A.J. Green,MIL,26,2270.0,-0.8386646271961697,min,2301587.0,5,-46569102.9709577,above_cap_below_tax,1.0,-46569102.9709577
Julian Champagnie,SAS,24,2266.0,0.9833890374397002,min,3000000.0,2,6640116.5007066345,above_cap_below_tax,1.0,6640116.5007066345
Nikola JokiÄ,DEN,30,2265.0,5.651066639992006,max,55224526.0,3,-99796090.79002756,above_cap_below_tax,1.0,-99796090.79002756
Shai Gilgeous-Alexander,OKC,27,2259.0,5.079313100503023,max,38333050.0,6,-194260300.3526563,above_cap_below_tax,1.0,-194260300.3526563
Matas Buzelis,CHI,21,2248.0,-0.2291227790627994,rookie_scale,5455560.0,3,-14143823.256317042,above_cap_below_tax,1.0,-14143823.256317042
Saddiq Bey,NOP,26,2246.0,0.6301505001117361,open_negotiation,6118644.0,2,-2709478.8797747204,above_cap_below_tax,1.0,-2709478.8797747204
Max Christie,DAL,22,2244.0,-0.3014134564694525,rookie_scale,7714286.0,3,-20801536.60967491,above_cap_below_tax,1.0,-20801536.60967491
De'Aaron Fox,SAS,28,2231.0,1.2380493783040465,max,37096620.0,5,-202608581.86478043,above_cap_below_tax,1.0,-202608581.86478043
Immanuel Quickley,TOR,26,2231.0,1.2988392661232773,open_negotiation,32500000.0,4,-93086266.75814678,above_cap_below_tax,1.0,-93086266.75814678
Kris Dunn,LAC,31,2230.0,0.04525320109427029,open_negotiation,5426400.0,2,-6007534.462304332,taxpayer,2.0,-12015068.924608665
OG Anunoby,NYK,28,2224.0,1.1772594904848153,max,39568966.0,4,-137627682.67592135,first_apron,2.3,-316543670.1546191
Royce O'Neale,PHO,32,2213.0,0.5430730932355405,open_negotiation,10125000.0,3,-18741219.83458511,above_cap_below_tax,1.0,-18741219.83458511
Quentin Grimes,PHI,25,2206.0,-0.19790635018265368,open_negotiation,8741209.0,1,-7262872.579118115,above_cap_below_tax,1.0,-7262872.579118115
Deni Avdija,POR,25,2199.0,1.8245896472625731,open_negotiation,14375000.0,3,-9585733.698824896,above_cap_below_tax,1.0,-9585733.698824896
Naji Marshall,DAL,28,2184.0,0.18326267614333527,open_negotiation,9000000.0,2,-12047681.491029881,above_cap_below_tax,1.0,-12047681.491029881
Cade Cunningham,DET,24,2172.0,2.4604190144529077,max,46394100.0,5,-186035039.71067,above_cap_below_tax,1.0,-186035039.71067
Reed Sheppard,HOU,21,2147.0,1.2002610696596596,rookie_scale,10603560.0,3,-11994927.198734667,first_apron,2.3,-27588332.55708973
Devin Booker,PHO,29,2146.0,1.2101188893060215,max,53142264.0,5,-244746590.33778685,above_cap_below_tax,1.0,-244746590.33778685
Anthony Edwards,MIN,24,2137.0,1.7424411502095578,max,45550512.0,4,-151975138.90025192,first_apron,2.3,-349542819.4705794
Tim Hardaway Jr.,DEN,33,2127.0,0.15533218714531022,min,2296274.0,1,641980.5781648587,above_cap_below_tax,1.0,641980.5781648587
Jaime Jaquez Jr.,MIA,24,2121.0,0.2999135419586165,open_negotiation,3861600.0,2,-2590599.453861565,above_cap_below_tax,1.0,-2590599.453861565
Duncan Robinson,DET,31,2113.0,0.7895185843945851,open_negotiation,16834692.0,3,-30728967.12829117,above_cap_below_tax,1.0,-30728967.12829117
Jeremiah Fears,NOP,19,2112.0,-0.9569584629525113,rookie_scale,7520040.0,4,-41571194.13598785,above_cap_below_tax,1.0,-41571194.13598785
Donovan Clingan,POR,21,2094.0,1.688223142154568,rookie_scale,7178400.0,3,5166081.966782488,above_cap_below_tax,1.0,5166081.966782488
Kawhi Leonard,LAC,34,2085.0,2.984526425651142,max,50000000.0,2,-71193996.99685848,taxpayer,2.0,-142387993.99371696
Evan Mobley,CLE,24,2074.0,1.3431994545319053,max,46394100.0,5,-207163975.39849365,second_apron,3.1,-642208323.7353303
Andrew Wiggins,MIA,30,2063.0,0.6317934700527964,open_negotiation,28223215.0,2,-47546509.77599408,above_cap_below_tax,1.0,-47546509.77599408
Jake LaRavia,LAL,24,2061.0,-0.07632657454419177,open_negotiation,6000000.0,2,-7853101.98654454,first_apron,2.8,-21988685.56232471
Pascal Siakam,IND,31,2057.0,0.17011891661485287,max,45550512.0,3,-131181429.98547345,above_cap_below_tax,1.0,-131181429.98547345
Cason Wallace,OKC,22,2046.0,0.7303716665164143,rookie_scale,5820240.0,2,-2351318.219137445,above_cap_below_tax,1.0,-2351318.219137445
Devin Vassell,SAS,25,2044.0,0.5036418146500933,open_negotiation,27000000.0,4,-82189311.68302092,above_cap_below_tax,1.0,-82189311.68302092
Stephon Castle,SAS,21,2038.0,0.9620304282059162,rookie_scale,9560520.0,3,-11715424.901453424,above_cap_below_tax,1.0,-11715424.901453424
Derik Queen,NOP,21,2023.0,-0.16833289124356837,rookie_scale,5157960.0,4,-16789054.734431066,above_cap_below_tax,1.0,-16789054.734431066
LaMelo Ball,CHO,24,2017.0,1.6487918635691206,max,37958760.0,4,-122155282.84226882,above_cap_below_tax,1.0,-122155282.84226882
Naz Reid,MIN,26,2007.0,0.4444948967719227,open_negotiation,21551724.0,5,-94502304.49418917,first_apron,2.3,-217355300.33663508
Davion Mitchell,MIA,27,2000.0,0.09454229932607919,open_negotiation,11600000.0,2,-18174727.83923082,above_cap_below_tax,1.0,-18174727.83923082
Bruce Brown,DEN,29,1998.0,-0.49035499969138674,min,2296274.0,1,-2026614.0070082047,above_cap_below_tax,1.0,-2026614.0070082047
Chet Holmgren,OKC,23,1997.0,1.9921725812507227,rookie_scale,13731368.0,6,-163264594.77385175,above_cap_below_tax,1.0,-163264594.77385175
Josh Hart,NYK,30,1994.0,1.2331204684808654,open_negotiation,19472240.0,3,-39581374.03356174,first_apron,2.3,-91037160.27719198
LeBron James,LAL,41,1989.0,1.251193137832529,max,52627153.0,1,-45159756.975752614,first_apron,2.8,-126447319.53210731
Ace Bailey,UTA,19,1988.0,-1.4268478660957564,rookie_scale,9069840.0,4,-57145953.790746845,above_cap_below_tax,1.0,-57145953.790746845
Harrison Barnes,SAS,33,1986.0,0.35413155001360624,open_negotiation,19000000.0,1,-15240117.063550305,above_cap_below_tax,1.0,-15240117.063550305
Jalen Duren,DET,22,1976.0,2.481777623686692,rookie_scale,6483144.0,1,6070199.465200631,above_cap_below_tax,1.0,6070199.465200631
Brandon Miller,CHO,23,1968.0,0.6597239590508215,rookie_scale,11968800.0,2,-16465575.901664251,above_cap_below_tax,1.0,-16465575.901664251
Maxime Raynaud,SAC,22,1964.0,-0.3753471038171659,rookie_scale,1272870.0,3,-3689370.8111390476,above_cap_below_tax,1.0,-3689370.8111390476
Deandre Ayton,LAL,27,1958.0,0.4067065881275358,open_negotiation,33654814.0,2,-33656463.066821955,first_apron,2.8,-94238096.58710147
Jarace Walker,IND,22,1953.0,-0.8846677855458581,rookie_scale,6665520.0,2,-17589045.915036857,above_cap_below_tax,1.0,-17589045.915036857
Sam Hauser,BOS,28,1934.0,0.5200715140606963,open_negotiation,10044644.0,4,-25709920.666531384,first_apron,2.3,-59132817.53302218
Rui Hachimura,LAL,27,1927.0,-0.39670571305094976,open_negotiation,18259259.0,1,-17602550.937402952,first_apron,2.8,-49287142.62472826
Neemias Queta,BOS,26,1926.0,1.6652215629797238,min,2349578.0,2,12964015.141222302,first_apron,2.3,29817234.82481129
Nic Claxton,BRK,26,1920.0,0.5315723036481184,open_negotiation,25352272.0,3,-53646434.177327596,below_cap,0.5,-26823217.088663798
Myles Turner,MIL,29,1912.0,-0.1634039814203876,open_negotiation,25318251.0,4,-94791358.01525807,above_cap_below_tax,1.0,-94791358.01525807
Keldon Johnson,SAS,26,1911.0,0.794447494217766,open_negotiation,17500000.0,2,-23304260.90818789,above_cap_below_tax,1.0,-23304260.90818789
Anthony Black,ORL,22,1910.0,-0.14040240224554332,rookie_scale,7970280.0,2,-14275764.451533923,above_cap_below_tax,1.0,-14275764.451533923
Tristan Da Silva,ORL,24,1899.0,-0.025394506371322602,open_negotiation,3809520.0,3,-6916532.760638427,above_cap_below_tax,1.0,-6916532.760638427
Moussa DiabatÃ©,CHO,24,1899.0,1.136185241958308,min,2270735.0,2,9127476.436520703,above_cap_below_tax,1.0,9127476.436520703
Ausar Thompson,DET,23,1896.0,1.1230414824298254,rookie_scale,8775000.0,2,-5678773.212384604,above_cap_below_tax,1.0,-5678773.212384604
Nique Clifford,SAC,23,1882.0,-1.5977167399660273,rookie_scale,3108120.0,4,-31332497.896857508,above_cap_below_tax,1.0,-31332497.896857508
John Collins,LAC,28,1872.0,0.18819158596651606,open_negotiation,26580000.0,1,-23505939.081622772,taxpayer,2.0,-47011878.163245544
Draymond Green,GSW,35,1869.0,-0.4657104505754823,open_negotiation,25892857.0,2,-51184355.48244631,first_apron,2.8,-143316195.35084966
Victor Wembanyama,SAS,22,1866.0,3.426485339796363,rookie_scale,13376880.0,2,3439257.501852234,above_cap_below_tax,1.0,3439257.501852234
Russell Westbrook,SAC,37,1853.0,-0.5018557892788088,min,2296274.0,1,-2074146.2260825343,above_cap_below_tax,1.0,-2074146.2260825343
Jamal Shead,TOR,23,1852.0,-0.4788542101039646,rookie_scale,1955377.0,2,-3582542.985603247,above_cap_below_tax,1.0,-3582542.985603247
Pelle Larsson,MIA,24,1849.0,-0.027037476312382864,min,1955377.0,2,120559.90212051859,above_cap_below_tax,1.0,120559.90212051859
Luguentz Dort,OKC,26,1849.0,-0.3852049234635277,open_negotiation,18222222.0,2,-34186611.605133705,above_cap_below_tax,1.0,-34186611.605133705
Sion James,CHO,23,1843.0,-0.3687752240529247,rookie_scale,2296274.0,4,-6559826.923112432,above_cap_below_tax,1.0,-6559826.923112432
Zion Williamson,NOP,25,1841.0,1.1444000916636092,max,39446090.0,3,-100271049.53032568,above_cap_below_tax,1.0,-100271049.53032568
Jaylen Wells,MEM,22,1821.0,-0.8370216572551096,rookie_scale,1955377.0,3,-10185797.66781012,above_cap_below_tax,1.0,-10185797.66781012
Oso Ighodaro,PHO,23,1808.0,0.29334166219437535,rookie_scale,1955377.0,3,3728904.360409977,above_cap_below_tax,1.0,3728904.360409977
Kyle Kuzma,MIL,30,1806.0,-0.6102918053887885,open_negotiation,22410605.0,2,-42062574.27414134,above_cap_below_tax,1.0,-42062574.27414134
Kyle Filipowski,UTA,22,1801.0,-0.19133447041841262,rookie_scale,3000000.0,3,-4378991.729218328,above_cap_below_tax,1.0,-4378991.729218328
Andrew Nembhard,IND,26,1786.0,-0.15190319183296544,open_negotiation,18102000.0,3,-50967711.393333435,above_cap_below_tax,1.0,-50967711.393333435
Keyonte George,UTA,22,1786.0,0.24076662408044577,rookie_scale,4278960.0,2,-4051696.44037169,above_cap_below_tax,1.0,-4051696.44037169
Noah Clowney,BRK,21,1780.0,-0.9635303427167524,rookie_scale,3398640.0,2,-12216491.393708251,below_cap,0.5,-6108245.696854126
Jaylon Tyson,CLE,23,1777.0,0.17833376632015432,rookie_scale,3492480.0,3,-3362973.5120549025,second_apron,3.1,-10425217.887370199
Marcus Smart,LAL,31,1769.0,-0.5938621059781855,open_negotiation,19920855.0,2,-25161576.400453895,first_apron,2.8,-70452413.9212709
Brice Sensabaugh,UTA,22,1762.0,-0.8304497774908683,rookie_scale,2693760.0,2,-9723839.381429426,above_cap_below_tax,1.0,-9723839.381429426
Austin Reaves,LAL,27,1762.0,0.9735312177933383,open_negotiation,13937574.0,2,-15904293.516420398,first_apron,2.8,-44532021.84597711
Tre Jones,CHI,26,1752.0,0.7237997867521732,open_negotiation,8000000.0,3,-7892589.148818029,above_cap_below_tax,1.0,-7892589.148818029
Sandro Mamukelashvili,TOR,26,1751.0,1.0721094142569565,min,2461463.0,2,7962546.275222423,above_cap_below_tax,1.0,7962546.275222423
Tobias Harris,DET,33,1746.0,0.6580809891097615,open_negotiation,26634146.0,1,-21618054.416585885,above_cap_below_tax,1.0,-21618054.416585885
Precious Achiuwa,SAC,26,1745.0,-0.3129142460568746,min,2111516.0,1,-1108501.769861409,above_cap_below_tax,1.0,-1108501.769861409
P.J. Washington,DAL,27,1736.0,-0.5100706389841103,open_negotiation,14152174.0,5,-90908882.29523048,above_cap_below_tax,1.0,-90908882.29523048
Josh Giddey,CHI,23,1731.0,0.5348582435302391,open_negotiation,25000000.0,4,-76028687.2058848,above_cap_below_tax,1.0,-76028687.2058848
RJ Barrett,TOR,25,1726.0,0.22269395472878245,open_negotiation,27705357.0,2,-49630997.92382814,above_cap_below_tax,1.0,-49630997.92382814
Jay Huff,IND,27,1719.0,0.13561654785258678,min,2349578.0,3,500379.9064446656,above_cap_below_tax,1.0,500379.9064446656
Norman Powell,MIA,32,1717.0,0.4444948967719227,open_negotiation,20482758.0,1,-16349407.627966288,above_cap_below_tax,1.0,-16349407.627966288
Cam Spencer,MEM,25,1714.0,0.7911615543356454,min,2537989.0,4,10928365.004798757,above_cap_below_tax,1.0,10928365.004798757
Kel'el Ware,MIA,21,1704.0,0.9390288490310722,rookie_scale,4443360.0,3,3232752.65775237,above_cap_below_tax,1.0,3232752.65775237
Dillon Brooks,PHO,30,1702.0,-0.5774324065675825,open_negotiation,21124110.0,2,-40184210.66181947,above_cap_below_tax,1.0,-40184210.66181947
Isaac Okoro,CHI,25,1695.0,-0.8715240260173758,open_negotiation,11000000.0,2,-24801415.032968543,above_cap_below_tax,1.0,-24801415.032968543
