Player,Tm,Age,MP,WA_z,bucket,salary_25,years,npv,tier,multiplier,npv_effective
Matisse Thybulle,POR,28,480.0,-0.309628306174754,open_negotiation,11550000.0,1,-10533405.135840172,above_cap_below_tax,1.0,-10533405.135840172
Maxi Kleber,LAL,34,461.0,-0.8682380861352552,open_negotiation,11000000.0,1,-12292112.919450456,first_apron,2.8,-34417916.174461275
Marcus Sasser,DET,25,457.0,-0.7466583104967932,min,2886720.0,2,-9379789.899392962,above_cap_below_tax,1.0,-9379789.899392962
Bogdan BogdanoviÄ,LAC,33,452.0,-0.8895966953690391,open_negotiation,16020000.0,2,-33494695.775271676,taxpayer,2.0,-66989391.55054335
Larry Nance Jr.,CLE,33,449.0,-0.8682380861352552,min,2296274.0,1,-3588386.919450456,second_apron,3.1,-11123999.450296413
Doug McDermott,SAC,34,439.0,-0.9783170721862952,min,2296274.0,1,-4043338.1591618946,above_cap_below_tax,1.0,-4043338.1591618946
Moritz Wagner,ORL,28,427.0,-0.7302286110861901,open_negotiation,5000000.0,1,-5721726.290558503,above_cap_below_tax,1.0,-5721726.290558503
Yanic Konan NiederhÃ¤user,LAC,22,424.0,-0.6645098134437784,rookie_scale,2743800.0,4,-15238143.379057452,taxpayer,2.0,-30476286.758114904
Obi Toppin,IND,27,424.0,-0.47556827022184406,open_negotiation,14000000.0,3,-41692267.66491249,above_cap_below_tax,1.0,-41692267.66491249
Khaman Maluach,PHO,19,411.0,-0.8353786873140493,rookie_scale,6016080.0,4,-32924354.63572941,above_cap_below_tax,1.0,-32924354.63572941
Myron Gardner,MIA,24,411.0,-0.5149995488072913,min,395029.0,3,-4335533.327111106,above_cap_below_tax,1.0,-4335533.327111106
Andre Jackson Jr.,MIL,24,408.0,-1.1656156454671691,min,2221677.0,2,-9529199.473661423,above_cap_below_tax,1.0,-9529199.473661423
Killian Hayes,SAC,24,406.0,-1.1048257576479381,min,263940.0,1,-2533858.5689795176,above_cap_below_tax,1.0,-2533858.5689795176
Jae'Sean Tate,HOU,30,405.0,-0.8353786873140493,min,2296274.0,1,-3452580.5792380865,first_apron,2.3,-7940935.332247598
Dejounte Murray,NOP,29,389.0,-0.646437144092115,open_negotiation,30801103.0,3,-90562951.51996039,above_cap_below_tax,1.0,-90562951.51996039
Bronny James,LAL,21,375.0,-0.9503865831882701,rookie_scale,1955377.0,3,-11993359.827959051,first_apron,2.8,-33581407.51828534
Nick Smith Jr.,LAL,21,375.0,-0.9947467715968981,rookie_scale,2710680.0,1,-4525647.329268079,first_apron,2.8,-12671812.521950621
Cameron Payne,PHI,31,374.0,-0.6579379336795371,min,712637.0,1,-1135589.3420912903,above_cap_below_tax,1.0,-1135589.3420912903
Liam McNeeley,CHO,20,368.0,-0.6858684226775622,rookie_scale,2763960.0,4,-16830560.88045937,above_cap_below_tax,1.0,-16830560.88045937
Blake Wesley,POR,22,361.0,-0.873166995958436,rookie_scale,5643732.0,1,-6956215.870482311,above_cap_below_tax,1.0,-6956215.870482311
Kelly Olynyk,SAS,34,360.0,-0.6250785348583311,open_negotiation,13445122.0,1,-13732268.001878921,above_cap_below_tax,1.0,-13732268.001878921
Malachi Smith,BRK,26,359.0,-0.7187278214987681,min,73153.0,1,-747347.0714841741,below_cap,0.5,-373673.53574208706
Cam Whitmore,WAS,21,354.0,-0.922456094190245,rookie_scale,3539760.0,2,-12052573.778850552,above_cap_below_tax,1.0,-12052573.778850552
E.J. Liddell,BRK,25,349.0,-0.84030759713723,min,706898.0,2,-3677456.987669885,below_cap,0.5,-1838728.4938349426
Ty Jerome,MEM,28,339.0,-0.309628306174754,open_negotiation,8781000.0,3,-23256629.305721648,above_cap_below_tax,1.0,-23256629.305721648
Joan Beringer,MIN,19,314.0,-0.5429300378053162,rookie_scale,4201080.0,4,-20673328.306138854,first_apron,2.3,-47548655.10411936
Kevon Looney,NOP,29,308.0,-0.7630880099073961,open_negotiation,8000000.0,2,-17130037.484570727,above_cap_below_tax,1.0,-17130037.484570727
Yang Hansen,POR,20,300.0,-1.2264055332864001,rookie_scale,4422360.0,4,-33244874.16626295,above_cap_below_tax,1.0,-33244874.16626295
Pat Connaughton,CHO,33,297.0,-0.67436763309014,open_negotiation,10739683.0,2,-14970208.41400492,above_cap_below_tax,1.0,-14970208.41400492
Max Strus,CLE,29,288.0,-0.7187278214987681,open_negotiation,15936452.0,2,-32966447.58513969,second_apron,3.1,-102195987.51393305
Lindy Waters III,SAS,28,285.0,-0.8567372965478331,min,2296274.0,1,-3540854.700376127,above_cap_below_tax,1.0,-3540854.700376127
Zach Edey,MEM,23,284.0,-0.6579379336795371,rookie_scale,6045000.0,3,-20815043.768851742,above_cap_below_tax,1.0,-20815043.768851742
Jordan McLaughlin,SAS,29,282.0,-0.6907973325007429,min,2296274.0,1,-2855032.682303659,above_cap_below_tax,1.0,-2855032.682303659
Keshad Johnson,MIA,24,280.0,-0.735157520909371,min,1955377.0,1,-2697474.241590359,above_cap_below_tax,1.0,-2697474.241590359
Malaki Branham,WAS,22,275.0,-0.812377108139205,rookie_scale,4962033.0,1,-6023275.141089427,above_cap_below_tax,1.0,-6023275.141089427
Chaz Lanier,DET,24,262.0,-0.9175271843670642,min,1372870.0,4,-13822271.086721133,above_cap_below_tax,1.0,-13822271.086721133
Duop Reath,POR,29,258.0,-0.735157520909371,min,2221677.0,1,-2963774.241590359,above_cap_below_tax,1.0,-2963774.241590359
Jonathan Mogbo,TOR,24,249.0,-0.735157520909371,min,1955377.0,2,-5650213.1158278305,above_cap_below_tax,1.0,-5650213.1158278305
Adama-Alpha Bal,MEM,22,241.0,-0.9175271843670642,rookie_scale,117045.0,1,-1612867.4297690107,above_cap_below_tax,1.0,-1612867.4297690107
Drew Timme,LAL,25,235.0,-0.812377108139205,min,1955377.0,1,-3016619.1410894273,first_apron,2.8,-8446533.595050396
Chris Paul,LAC,40,228.0,-0.906026394779642,min,2296274.0,1,-3744564.2106946805,taxpayer,2.0,-7489128.421389361
Lucas Williamson,MEM,27,224.0,-1.011176471007501,min,21946.0,1,-1904816.4993742635,above_cap_below_tax,1.0,-1904816.4993742635
JD Davison,HOU,23,218.0,-0.7959474087286021,rookie_scale,2270735.0,1,-3264073.9709832426,first_apron,2.3,-7507370.133261457
Scotty Pippen Jr.,MEM,25,212.0,-0.8616662063710141,min,2270735.0,3,-10729599.33065722,above_cap_below_tax,1.0,-10729599.33065722
DaRon Holmes,DEN,23,210.0,-0.7680169197305771,rookie_scale,3218760.0,3,-14219001.32948406,above_cap_below_tax,1.0,-14219001.32948406
DeAndre Jordan,NOP,37,199.0,-0.735157520909371,min,2269880.0,1,-3011977.241590359,above_cap_below_tax,1.0,-3011977.241590359
Garrison Mathews,IND,29,196.0,-0.812377108139205,min,429325.0,1,-1490567.1410894273,above_cap_below_tax,1.0,-1490567.1410894273
Nigel Hayes-Davis,PHO,31,195.0,-1.027606170418104,min,2048494.0,1,-3999267.6694804486,above_cap_below_tax,1.0,-3999267.6694804486
Zach Collins,CHI,28,184.0,-0.7515872203199742,open_negotiation,18080496.0,1,-18890496.411696546,above_cap_below_tax,1.0,-18890496.411696546
Dariq Whitehead,MEM,21,183.0,-1.0440358698287069,rookie_scale,3262560.0,1,-5281236.839586633,above_cap_below_tax,1.0,-5281236.839586633
Tre Scott,BRK,29,182.0,-0.9503865831882701,min,129503.0,1,-1761131.7699813796,below_cap,0.5,-880565.8849906898
Jeff Green,HOU,39,175.0,-0.9339568837776671,min,2296274.0,1,-3859999.5998751954,first_apron,2.3,-8877999.07971295
Tyler Smith,DAL,21,166.0,-0.906026394779642,rookie_scale,1955377.0,1,-3403667.2106946805,above_cap_below_tax,1.0,-3403667.2106946805
Hunter Tyson,DEN,25,162.0,-0.9668162825988731,min,2221677.0,1,-3921208.9400875648,above_cap_below_tax,1.0,-3921208.9400875648
Nikola TopiÄ,OKC,20,160.0,-1.011176471007501,rookie_scale,5182920.0,3,-24025053.2852121,above_cap_below_tax,1.0,-24025053.2852121
Walker Kessler,UTA,24,154.0,-0.7072270319113461,open_negotiation,4878938.0,1,-5505599.852409845,above_cap_below_tax,1.0,-5505599.852409845
Joe Ingles,MIN,38,153.0,-0.7680169197305771,min,2296274.0,1,-3174177.5818027286,first_apron,2.3,-7300608.4381462755
Adou Thiero,LAL,21,149.0,-0.8895966953690391,rookie_scale,1272870.0,3,-10429834.038448349,first_apron,2.8,-29203535.307655375
Thanasis Antetokounmpo,MIL,33,148.0,-0.845236506960411,min,2296274.0,1,-3493322.481301797,above_cap_below_tax,1.0,-3493322.481301797
Amari Williams,BOS,24,146.0,-0.845236506960411,min,490128.0,2,-4943612.45924329,first_apron,2.3,-11370308.656259567
Bismack Biyombo,SAS,33,141.0,-0.8895966953690391,min,2296274.0,1,-3676661.0405884963,above_cap_below_tax,1.0,-3676661.0405884963
PacÃ´me Dadiet,NYK,20,136.0,-0.845236506960411,rookie_scale,2847600.0,3,-15240290.085701473,first_apron,2.3,-35052667.19711339
Seth Curry,GSW,35,133.0,-0.7680169197305771,min,1755198.0,1,-2633101.5818027286,first_apron,2.8,-7372684.4290476395
Bradley Beal,LAC,32,121.0,-1.0440358698287069,open_negotiation,24737010.0,5,-103666978.44276458,taxpayer,2.0,-207333956.88552916
Kobe Bufkin,LAL,22,119.0,-0.983245982009476,rookie_scale,5480297.0,1,-7247732.11019375,first_apron,2.8,-20293649.9085425
Kyle Lowry,PHI,39,118.0,-1.0440358698287069,min,2296274.0,1,-4314950.839586633,above_cap_below_tax,1.0,-4314950.839586633
Dereck Lively II,DAL,21,115.0,-0.78444661914118,rookie_scale,5253360.0,2,-14295584.192928683,above_cap_below_tax,1.0,-14295584.192928683
Alondes Williams,WAS,26,101.0,-0.78444661914118,min,131970.0,1,-1077776.7519089133,above_cap_below_tax,1.0,-1077776.7519089133
Chris Boucher,BOS,33,94.0,-0.8616662063710141,min,2296274.0,1,-3561225.651407982,first_apron,2.3,-8190818.998238359
Haywood Highsmith,PHO,29,91.0,-0.7515872203199742,open_negotiation,6443984.0,2,-10739069.316640636,above_cap_below_tax,1.0,-10739069.316640636
Caleb Houstan,ATL,23,75.0,-0.845236506960411,rookie_scale,699440.0,1,-1896488.481301797,above_cap_below_tax,1.0,-1896488.481301797
Eric Gordon,PHI,37,74.0,-0.800876318551783,min,2296274.0,1,-3309983.922015098,above_cap_below_tax,1.0,-3309983.922015098
Garrett Temple,TOR,39,73.0,-0.922456094190245,min,2296274.0,1,-3812467.3808008656,above_cap_below_tax,1.0,-3812467.3808008656
Bobi Klintman,DET,22,71.0,-0.938885793600848,rookie_scale,1955377.0,1,-3539473.5509070503,above_cap_below_tax,1.0,-3539473.5509070503
Kadary Richmond,WAS,24,67.0,-0.800876318551783,min,73153.0,1,-1086862.922015098,above_cap_below_tax,1.0,-1086862.922015098
Monte Morris,IND,30,65.0,-0.922456094190245,min,321184.0,1,-1837377.3808008656,above_cap_below_tax,1.0,-1837377.3808008656
James Wiseman,IND,24,58.0,-0.922456094190245,min,1131970.0,1,-2648163.3808008656,above_cap_below_tax,1.0,-2648163.3808008656
Johni Broome,PHI,23,55.0,-0.999675681420079,rookie_scale,1272870.0,4,-15318387.340185411,above_cap_below_tax,1.0,-15318387.340185411
Lawson Lovering,MEM,22,49.0,-0.8616662063710141,rookie_scale,87784.0,1,-1352735.6514079822,above_cap_below_tax,1.0,-1352735.6514079822
John Tonje,BOS,24,42.0,-0.8616662063710141,min,73153.0,1,-1338104.6514079822,first_apron,2.3,-3077640.698238359
Dario Å ariÄ,SAC,31,41.0,-0.938885793600848,open_negotiation,5426400.0,1,-7010496.55090705,above_cap_below_tax,1.0,-7010496.55090705
Dillon Jones,NYK,24,39.0,-0.8616662063710141,min,2753280.0,1,-4018231.651407982,first_apron,2.3,-9241932.798238358
Skal LabissiÃ¨re,WAS,29,38.0,-0.8616662063710141,min,131970.0,1,-1396921.6514079822,above_cap_below_tax,1.0,-1396921.6514079822
Grant Nelson,BRK,23,35.0,-0.8616662063710141,rookie_scale,73153.0,1,-1338104.6514079822,below_cap,0.5,-669052.3257039911
Brandon Clarke,MEM,29,20.0,-0.878095905781617,open_negotiation,12500000.0,2,-26819159.163871646,above_cap_below_tax,1.0,-26819159.163871646
N'Faly Dante,ATL,24,15.0,-0.878095905781617,min,2048494.0,1,-3381348.821514167,above_cap_below_tax,1.0,-3381348.821514167
Noa Essengue,CHI,19,6.0,-0.8945256051922199,rookie_scale,5429520.0,4,-32132421.11682882,above_cap_below_tax,1.0,-32132421.11682882
